,date,weekday,month,journey_origin,journey_destination,journey_start,journey_end,journey_duration,journey_numberlegs,leg1_train,leg1_origin,leg1_destination,leg1_start,leg1_end,leg1_duration,leg2_train,leg2_origin,leg2_destination,leg2_start,leg2_end,leg2_duration,leg3_train,leg3_origin,leg3_destination,leg3_start,leg3_end,leg3_duration
30,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 16:03:00+02:00,2022-09-04 21:12:00+02:00,18540,4,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-04 16:03:00+02:00,2022-09-04 16:20:00+02:00,1020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 16:44:00+02:00,2022-09-04 21:27:00+02:00,16980,3,ICE 725,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-04 16:44:00+02:00,2022-09-04 17:33:00+02:00,2940,ICE 201,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-04 17:52:00+02:00,Mannheim Hbf,1860,ICE 691,Mannheim Hbf,München Hbf,2022-09-04 18:30:00+02:00,2022-09-04 21:27:00+02:00,10620
32,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 16:44:00+02:00,2022-09-04 21:32:00+02:00,17280,1,ICE 725,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 16:44:00+02:00,2022-09-04 21:32:00+02:00,17280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 17:44:00+02:00,2022-09-04 22:26:00+02:00,16920,2,ICE 727,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-04 17:44:00+02:00,2022-09-04 18:33:00+02:00,2940,ICE 613,Frankfurt(Main) Flughafen Fernbf,München Hbf,2022-09-04 18:52:00+02:00,2022-09-04 22:26:00+02:00,12840,-1,-1,-1,-1,-1,-1
34,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 17:44:00+02:00,2022-09-04 22:33:00+02:00,17340,1,ICE 727,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 17:44:00+02:00,2022-09-04 22:33:00+02:00,17340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
35,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 18:00:00+02:00,2022-09-04 23:29:00+02:00,19740,2,ICE 911,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-04 18:00:00+02:00,2022-09-04 19:24:00+02:00,5040,ICE 693,Frankfurt(Main) Hbf,München Hbf,2022-09-04 19:50:00+02:00,2022-09-04 23:29:00+02:00,13140,-1,-1,-1,-1,-1,-1
36,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 18:44:00+02:00,2022-09-04 23:29:00+02:00,17100,3,ICE 729,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-04 18:44:00+02:00,2022-09-04 19:33:00+02:00,2940,ICE 203,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-04 19:52:00+02:00,Mannheim Hbf,1860,ICE 693,Mannheim Hbf,München Hbf,2022-09-04 20:30:00+02:00,2022-09-04 23:29:00+02:00,10740
37,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 18:44:00+02:00,2022-09-04 23:36:00+02:00,17520,1,ICE 729,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 18:44:00+02:00,2022-09-04 23:36:00+02:00,17520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 19:30:00+02:00,2022-09-05 00:39:00+02:00,18540,1,ICE 821,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 19:30:00+02:00,2022-09-05 00:39:00+02:00,18540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
39,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 19:38:00+02:00,2022-09-05 00:27:00+02:00,17340,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-04 19:38:00+02:00,2022-09-04 19:55:00+02:00,1020,ICE 615,Köln Hbf,München Hbf,2022-09-04 19:55:00+02:00,2022-09-05 00:27:00+02:00,16320,-1,-1,-1,-1,-1,-1
40,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 20:10:00+02:00,2022-09-05 01:33:00+02:00,19380,3,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-04 20:10:00+02:00,2022-09-04 20:27:00+02:00,1020,ICE 159,Köln Hbf,Frankfurt(Main) Hbf,2022-09-04 20:27:00+02:00,Frankfurt(Main) Hbf,3840,ICE 695,Frankfurt(Main) Hbf,München Hbf,2022-09-04 21:50:00+02:00,2022-09-05 01:33:00+02:00,13380
41,2022-09-04,6,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-04 23:38:00+02:00,2022-09-05 06:03:00+02:00,23100,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-04 23:38:00+02:00,2022-09-04 23:55:00+02:00,1020,ICE 619,Köln Hbf,München Hbf,2022-09-04 23:55:00+02:00,2022-09-05 06:03:00+02:00,22080,-1,-1,-1,-1,-1,-1
42,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 03:02:00+02:00,2022-09-05 08:33:00+02:00,19860,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 03:02:00+02:00,2022-09-05 03:19:00+02:00,1020,ICE 827,Köln Hbf,München Hbf,2022-09-05 03:19:00+02:00,2022-09-05 08:33:00+02:00,18840,-1,-1,-1,-1,-1,-1
43,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 04:05:00+02:00,2022-09-05 09:39:00+02:00,20040,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 04:05:00+02:00,2022-09-05 04:22:00+02:00,1020,ICE 521,Köln Hbf,München Hbf,2022-09-05 04:22:00+02:00,2022-09-05 09:39:00+02:00,19020,-1,-1,-1,-1,-1,-1
44,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 05:20:00+02:00,2022-09-05 10:33:00+02:00,18780,1,ICE 523,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 05:20:00+02:00,2022-09-05 10:33:00+02:00,18780,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 05:31:00+02:00,2022-09-05 10:27:00+02:00,17760,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 05:31:00+02:00,2022-09-05 05:48:00+02:00,1020,ICE 511,Köln Hbf,München Hbf,2022-09-05 05:48:00+02:00,2022-09-05 10:27:00+02:00,16740,-1,-1,-1,-1,-1,-1
46,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 06:02:00+02:00,2022-09-05 11:27:00+02:00,19500,2,ICE 811,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-05 06:02:00+02:00,2022-09-05 07:24:00+02:00,4920,ICE 591,Frankfurt(Main) Hbf,München Hbf,2022-09-05 07:50:00+02:00,2022-09-05 11:27:00+02:00,13020,-1,-1,-1,-1,-1,-1
47,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 06:44:00+02:00,2022-09-05 11:27:00+02:00,16980,3,ICE 525,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 06:44:00+02:00,2022-09-05 07:33:00+02:00,2940,ICE 101,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-05 07:52:00+02:00,Mannheim Hbf,1860,ICE 591,Mannheim Hbf,München Hbf,2022-09-05 08:30:00+02:00,2022-09-05 11:27:00+02:00,10620
48,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 06:44:00+02:00,2022-09-05 11:30:00+02:00,17160,1,ICE 525,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 06:44:00+02:00,2022-09-05 11:30:00+02:00,17160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 07:44:00+02:00,2022-09-05 12:27:00+02:00,16980,2,ICE 527,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 07:44:00+02:00,2022-09-05 08:33:00+02:00,2940,ICE 513,Frankfurt(Main) Flughafen Fernbf,München Hbf,2022-09-05 08:52:00+02:00,2022-09-05 12:27:00+02:00,12900,-1,-1,-1,-1,-1,-1
50,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 07:44:00+02:00,2022-09-05 12:33:00+02:00,17340,1,ICE 527,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 07:44:00+02:00,2022-09-05 12:33:00+02:00,17340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 08:06:00+02:00,2022-09-05 13:12:00+02:00,18360,4,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 08:06:00+02:00,2022-09-05 08:23:00+02:00,1020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
52,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 08:11:00+02:00,2022-09-05 13:27:00+02:00,18960,2,ICE 815,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-05 08:11:00+02:00,2022-09-05 09:41:00+02:00,5400,ICE 593,Frankfurt(Main) Hbf,München Hbf,2022-09-05 09:50:00+02:00,2022-09-05 13:27:00+02:00,13020,-1,-1,-1,-1,-1,-1
53,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 08:44:00+02:00,2022-09-05 13:27:00+02:00,16980,3,ICE 529,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 08:44:00+02:00,2022-09-05 09:33:00+02:00,2940,ICE 103,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-05 09:52:00+02:00,Mannheim Hbf,1860,ICE 593,Mannheim Hbf,München Hbf,2022-09-05 10:30:00+02:00,2022-09-05 13:27:00+02:00,10620
54,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 08:44:00+02:00,2022-09-05 13:34:00+02:00,17400,1,ICE 529,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 08:44:00+02:00,2022-09-05 13:34:00+02:00,17400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 09:35:00+02:00,2022-09-05 14:32:00+02:00,17820,1,ICE 621,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 09:35:00+02:00,2022-09-05 14:32:00+02:00,17820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
56,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 09:38:00+02:00,2022-09-05 14:27:00+02:00,17340,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 09:38:00+02:00,2022-09-05 09:55:00+02:00,1020,ICE 515,Köln Hbf,München Hbf,2022-09-05 09:55:00+02:00,2022-09-05 14:27:00+02:00,16320,-1,-1,-1,-1,-1,-1
57,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 10:01:00+02:00,2022-09-05 15:12:00+02:00,18660,4,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 10:01:00+02:00,2022-09-05 10:18:00+02:00,1020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 10:34:00+02:00,2022-09-05 15:29:00+02:00,17700,1,ICE 623,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 10:34:00+02:00,2022-09-05 15:29:00+02:00,17700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
59,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 10:37:00+02:00,2022-09-05 15:28:00+02:00,17460,3,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 10:37:00+02:00,2022-09-05 10:54:00+02:00,1020,ICE 255,Köln Hbf,Mannheim Hbf,2022-09-05 10:54:00+02:00,Mannheim Hbf,5340,ICE 595,Mannheim Hbf,München Hbf,2022-09-05 12:30:00+02:00,2022-09-05 15:28:00+02:00,10680
60,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 11:30:00+02:00,2022-09-05 16:37:00+02:00,18420,1,ICE 625,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 11:30:00+02:00,2022-09-05 16:37:00+02:00,18420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 11:38:00+02:00,2022-09-05 16:27:00+02:00,17340,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 11:38:00+02:00,2022-09-05 11:55:00+02:00,1020,ICE 517,Köln Hbf,München Hbf,2022-09-05 11:55:00+02:00,2022-09-05 16:27:00+02:00,16320,-1,-1,-1,-1,-1,-1
62,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 12:44:00+02:00,2022-09-05 17:27:00+02:00,16980,3,ICE 627,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 12:44:00+02:00,2022-09-05 13:33:00+02:00,2940,ICE 107,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-05 13:52:00+02:00,Mannheim Hbf,1860,ICE 597,Mannheim Hbf,München Hbf,2022-09-05 14:30:00+02:00,2022-09-05 17:27:00+02:00,10620
63,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 12:44:00+02:00,2022-09-05 17:38:00+02:00,17640,1,ICE 627,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 12:44:00+02:00,2022-09-05 17:38:00+02:00,17640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 13:32:00+02:00,2022-09-05 18:33:00+02:00,18060,1,ICE 629,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 13:32:00+02:00,2022-09-05 18:33:00+02:00,18060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
65,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 13:38:00+02:00,2022-09-05 18:27:00+02:00,17340,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 13:38:00+02:00,2022-09-05 13:55:00+02:00,1020,ICE 519,Köln Hbf,München Hbf,2022-09-05 13:55:00+02:00,2022-09-05 18:27:00+02:00,16320,-1,-1,-1,-1,-1,-1
66,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 14:01:00+02:00,2022-09-05 19:11:00+02:00,18600,3,ICE 817,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 14:01:00+02:00,2022-09-05 15:08:00+02:00,4020,ICE 577,Frankfurt(Main) Flughafen Fernbf,Stuttgart Hbf,2022-09-05 15:24:00+02:00,Stuttgart Hbf,4500,IC 1299,Stuttgart Hbf,München Hbf,2022-09-05 16:54:00+02:00,2022-09-05 19:11:00+02:00,8220
67,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 14:01:00+02:00,2022-09-05 19:27:00+02:00,19560,2,ICE 817,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-05 14:01:00+02:00,2022-09-05 15:24:00+02:00,4980,ICE 599,Frankfurt(Main) Hbf,München Hbf,2022-09-05 15:50:00+02:00,2022-09-05 19:27:00+02:00,13020,-1,-1,-1,-1,-1,-1
68,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 14:10:00+02:00,2022-09-05 19:11:00+02:00,18060,4,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 14:10:00+02:00,2022-09-05 14:27:00+02:00,1020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
69,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 14:44:00+02:00,2022-09-05 19:27:00+02:00,16980,3,ICE 721,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 14:44:00+02:00,2022-09-05 15:33:00+02:00,2940,ICE 109,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-05 15:52:00+02:00,Mannheim Hbf,1860,ICE 599,Mannheim Hbf,München Hbf,2022-09-05 16:30:00+02:00,2022-09-05 19:27:00+02:00,10620
70,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 14:44:00+02:00,2022-09-05 19:41:00+02:00,17820,1,ICE 721,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 14:44:00+02:00,2022-09-05 19:41:00+02:00,17820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
71,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 15:36:00+02:00,2022-09-05 20:29:00+02:00,17580,1,ICE 723,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 15:36:00+02:00,2022-09-05 20:29:00+02:00,17580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
72,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 15:38:00+02:00,2022-09-05 20:28:00+02:00,17400,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 15:38:00+02:00,2022-09-05 15:55:00+02:00,1020,ICE 611,Köln Hbf,München Hbf,2022-09-05 15:55:00+02:00,2022-09-05 20:28:00+02:00,16380,-1,-1,-1,-1,-1,-1
73,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 16:01:00+02:00,2022-09-05 21:12:00+02:00,18660,3,ICE 819,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 16:01:00+02:00,2022-09-05 17:08:00+02:00,4020,ICE 579,Frankfurt(Main) Flughafen Fernbf,Stuttgart Hbf,2022-09-05 17:24:00+02:00,Stuttgart Hbf,4440,IC 2269,Stuttgart Hbf,München Hbf,2022-09-05 18:54:00+02:00,2022-09-05 21:12:00+02:00,8280
74,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 16:01:00+02:00,2022-09-05 21:27:00+02:00,19560,2,ICE 819,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-05 16:01:00+02:00,2022-09-05 17:24:00+02:00,4980,ICE 691,Frankfurt(Main) Hbf,München Hbf,2022-09-05 17:50:00+02:00,2022-09-05 21:27:00+02:00,13020,-1,-1,-1,-1,-1,-1
75,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 16:03:00+02:00,2022-09-05 21:12:00+02:00,18540,4,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 16:03:00+02:00,2022-09-05 16:20:00+02:00,1020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
76,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 16:44:00+02:00,2022-09-05 21:27:00+02:00,16980,3,ICE 725,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 16:44:00+02:00,2022-09-05 17:33:00+02:00,2940,ICE 201,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-05 17:52:00+02:00,Mannheim Hbf,1860,ICE 691,Mannheim Hbf,München Hbf,2022-09-05 18:30:00+02:00,2022-09-05 21:27:00+02:00,10620
77,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 16:44:00+02:00,2022-09-05 21:32:00+02:00,17280,1,ICE 725,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 16:44:00+02:00,2022-09-05 21:32:00+02:00,17280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 17:44:00+02:00,2022-09-05 22:26:00+02:00,16920,2,ICE 727,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 17:44:00+02:00,2022-09-05 18:33:00+02:00,2940,ICE 613,Frankfurt(Main) Flughafen Fernbf,München Hbf,2022-09-05 18:52:00+02:00,2022-09-05 22:26:00+02:00,12840,-1,-1,-1,-1,-1,-1
79,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 17:44:00+02:00,2022-09-05 22:33:00+02:00,17340,1,ICE 727,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 17:44:00+02:00,2022-09-05 22:33:00+02:00,17340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
80,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 18:02:00+02:00,2022-09-05 23:29:00+02:00,19620,2,ICE 911,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-05 18:02:00+02:00,2022-09-05 19:24:00+02:00,4920,ICE 693,Frankfurt(Main) Hbf,München Hbf,2022-09-05 19:50:00+02:00,2022-09-05 23:29:00+02:00,13140,-1,-1,-1,-1,-1,-1
81,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 18:44:00+02:00,2022-09-05 23:29:00+02:00,17100,3,ICE 729,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-05 18:44:00+02:00,2022-09-05 19:33:00+02:00,2940,ICE 203,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-05 19:52:00+02:00,Mannheim Hbf,1860,ICE 693,Mannheim Hbf,München Hbf,2022-09-05 20:30:00+02:00,2022-09-05 23:29:00+02:00,10740
82,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 18:44:00+02:00,2022-09-05 23:36:00+02:00,17520,1,ICE 729,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 18:44:00+02:00,2022-09-05 23:36:00+02:00,17520,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
83,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 19:30:00+02:00,2022-09-06 00:39:00+02:00,18540,1,ICE 821,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 19:30:00+02:00,2022-09-06 00:39:00+02:00,18540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
84,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 19:38:00+02:00,2022-09-06 00:27:00+02:00,17340,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 19:38:00+02:00,2022-09-05 19:55:00+02:00,1020,ICE 615,Köln Hbf,München Hbf,2022-09-05 19:55:00+02:00,2022-09-06 00:27:00+02:00,16320,-1,-1,-1,-1,-1,-1
85,2022-09-05,0,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-05 23:38:00+02:00,2022-09-06 06:03:00+02:00,23100,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-05 23:38:00+02:00,2022-09-05 23:55:00+02:00,1020,ICE 619,Köln Hbf,München Hbf,2022-09-05 23:55:00+02:00,2022-09-06 06:03:00+02:00,22080,-1,-1,-1,-1,-1,-1
86,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 03:02:00+02:00,2022-09-06 08:33:00+02:00,19860,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-06 03:02:00+02:00,2022-09-06 03:19:00+02:00,1020,ICE 827,Köln Hbf,München Hbf,2022-09-06 03:19:00+02:00,2022-09-06 08:33:00+02:00,18840,-1,-1,-1,-1,-1,-1
87,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 04:05:00+02:00,2022-09-06 09:39:00+02:00,20040,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-06 04:05:00+02:00,2022-09-06 04:22:00+02:00,1020,ICE 521,Köln Hbf,München Hbf,2022-09-06 04:22:00+02:00,2022-09-06 09:39:00+02:00,19020,-1,-1,-1,-1,-1,-1
88,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 05:20:00+02:00,2022-09-06 10:33:00+02:00,18780,1,ICE 523,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 05:20:00+02:00,2022-09-06 10:33:00+02:00,18780,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
89,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 05:31:00+02:00,2022-09-06 10:27:00+02:00,17760,2,,Köln Messe/Deutz Gl.11-12,Köln Hbf,2022-09-06 05:31:00+02:00,2022-09-06 05:48:00+02:00,1020,ICE 511,Köln Hbf,München Hbf,2022-09-06 05:48:00+02:00,2022-09-06 10:27:00+02:00,16740,-1,-1,-1,-1,-1,-1
90,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 06:02:00+02:00,2022-09-06 11:27:00+02:00,19500,2,ICE 811,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Hbf,2022-09-06 06:02:00+02:00,2022-09-06 07:24:00+02:00,4920,ICE 591,Frankfurt(Main) Hbf,München Hbf,2022-09-06 07:50:00+02:00,2022-09-06 11:27:00+02:00,13020,-1,-1,-1,-1,-1,-1
91,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 06:44:00+02:00,2022-09-06 11:27:00+02:00,16980,3,ICE 525,Köln Messe/Deutz Gl.11-12,Frankfurt(Main) Flughafen Fernbf,2022-09-06 06:44:00+02:00,2022-09-06 07:33:00+02:00,2940,ICE 101,Frankfurt(Main) Flughafen Fernbf,Mannheim Hbf,2022-09-06 07:52:00+02:00,Mannheim Hbf,1860,ICE 591,Mannheim Hbf,München Hbf,2022-09-06 08:30:00+02:00,2022-09-06 11:27:00+02:00,10620
92,2022-09-06,1,9,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 06:44:00+02:00,2022-09-06 11:30:00+02:00,17160,1,ICE 525,Köln Messe/Deutz Gl.11-12,München Hbf,2022-09-06 06:44:00+02:00,2022-09-06 11:30:00+02:00,17160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
